(0) Глубина манометра,(1) Dшт,(5) Руст,(7) Рлин,(8) Туст,(10) Тзаб,(14) Дебит воды,(16) Дебит гааз,(17) Дебит кон нестабильный,(18) Дебит воды,(19) Нэф,(20) Рпл. Тек (послед точка на КВД),(23) Pсб,(24) Pсб,(26) Ro_c,(28) Удельная плотность газа ,(29) G_total,(30) КГФ
0.7621827411167518,0.1668415529905562,0.5736040609137056,0.5725342723680062,0.5,0.4357965311179139,0.04795997302135126,0.07659934304167894,0.12638956017399713,0.04938271604938272,0.6299982604525644,0.6001994017946161,0.43783783783783753,0.43783783783783714,1.0,0.5850847527294065,0.0,0.7099371623425125
0.7621827411167518,0.3336831059811122,0.48223350253807107,0.58429032442785,0.6318181818181817,0.4066462614779193,0.16785990557472938,0.19778470139045207,0.19212179797003381,0.1728395061728395,0.6299982604525644,0.6001994017946161,0.4000000000000003,0.3999999999999997,1.0,0.5850847527294065,0.11230962474636368,0.6179575531016509
0.7621827411167518,0.4994753410283315,0.38071065989847713,0.5490221682483188,0.740909090909091,0.3483457221979302,0.22780987185141843,0.32406186559540096,0.22547124214596426,0.2345679012345679,0.6299982604525644,0.6001994017946161,0.3189189189189192,0.3189189189189189,1.0,0.5850847527294065,0.21260884145202197,0.46086523078993896
0.7621827411167518,0.6663168940188876,0.25888324873096447,0.517672696088736,0.765909090909091,0.26089491327794856,0.3956697774261478,0.4599197738567298,0.24770420492991782,0.4074074074074074,0.6299982604525644,0.6001994017946161,0.20000000000000015,0.19999999999999984,1.0,0.5850847527294065,0.2988329514621383,0.3612996743951919
0.7621827411167518,0.8331584470094437,0.16751269035532995,0.5274694061386057,0.75,0.6106981489578792,0.5515396897455394,0.5421732395975827,0.2696955050749154,0.5802469135802469,0.6299982604525644,0.6001994017946161,0.22702702702702718,0.22702702702702704,1.0,0.5850847527294065,0.3660130647461803,0.3281111555969428
0.7621827411167518,0.3336831059811122,0.3223350253807107,0.658549386605862,0.6022727272727273,0.35417577612592993,0.07193995953202688,0.13038735259995496,0.09666505558240696,0.07407407407407407,0.6299982604525644,0.39951694915254243,0.2810810810810812,0.28108108108108065,0.6056338028168995,0.7365026634289518,0.03607021330975981,0.43063901057523
0.9923857868020305,0.1668415529905562,0.5888324873096447,0.5679392993317144,0.5681818181818182,0.7418743623378516,0.0,0.11071669754636285,0.027549540840985997,0.0,0.6394012195637968,0.2756729810568295,0.8324324324324327,0.8324324324324325,0.5070422535211264,0.3000566406562396,,0.22098056628047616
0.9923857868020305,0.3336831059811122,0.5786802030456852,0.602366834584386,0.6818181818181818,0.7272992275178555,0.0,0.2362556492528268,0.09424842919284679,0.0,0.6394012195637968,0.2756729810568295,0.7891891891891889,0.7891891891891883,0.5070422535211264,0.3000566406562396,,0.1815197508732483
0.9923857868020305,0.4994753410283315,0.5279187817258884,0.6467680527136335,0.7727272727272727,0.7272992275178555,0.12164839762387829,0.38515350383543145,0.16191396810053166,0.1234567901234568,0.6394012195637968,0.2756729810568295,0.8918918918918919,0.891891891891892,0.5070422535211264,0.3000566406562396,,0.14600501700674318
0.9923857868020305,0.6663168940188876,0.467005076142132,0.6968513626718058,0.25,0.7127240926978571,0.16527220810180052,0.5299994805284757,0.2332044465925568,0.1728395061728395,0.6394012195637968,0.2756729810568295,0.9891891891891891,0.989189189189189,0.5070422535211264,0.3000566406562396,,0.11838244622168366
0.7690355329949239,0.1668415529905562,0.6243654822335025,0.5650950931882017,0.4772727272727273,0.8293251712578353,0.13721798016601439,0.0945091859881214,0.09255679072015466,0.14814814814814814,0.7656923633867578,0.3998504486540379,0.41621621621621635,0.41621621621621585,0.7429577464788746,0.3546123935028286,,0.3867159909908333
0.7690355329949239,0.3336831059811122,0.5228426395939086,0.6191666122053833,0.6136363636363636,0.8001749016178408,0.19874077046727334,0.2052778306869145,0.1225229579507008,0.20987654320987656,0.7656923633867578,0.3998504486540379,0.35135135135135137,0.3513513513513512,0.7429577464788746,0.3546123935028286,,0.2722796263098724
0.7690355329949239,0.4994753410283315,0.38578680203045684,0.5960463764876924,0.6818181818181818,0.7272992275178555,0.3107326723464868,0.33202888261675123,0.14668922184630254,0.33333333333333337,0.7656923633867578,0.3998504486540379,0.4432432432432434,0.44324324324324305,0.7429577464788746,0.3546123935028286,,0.15784326162891155
0.7690355329949239,0.6663168940188876,0.29441624365482233,0.6140217593146792,0.7045454545454546,0.6252732837778755,0.3789014930927465,0.40975913836989836,0.14185596906718217,0.39506172839506176,0.7656923633867578,0.3998504486540379,0.2216216216216213,0.22162162162162113,0.7429577464788746,0.3546123935028286,,0.09865203851806972
0.7690355329949239,0.8331584470094437,0.15228426395939088,0.6849351923401769,0.7272727272727273,0.46494680075790845,0.42092281983544455,0.5027791726550189,0.15273078782020297,0.4444444444444445,0.7656923633867578,0.3998504486540379,0.2594594594594593,0.25945945945945936,0.7429577464788746,0.3546123935028286,,0.0355147338665051
0.7779187817258884,0.3336831059811122,0.3553299492385787,0.6358210192901644,0.5681818181818182,0.6398484185978717,0.09591994604270251,0.15878512926183094,0.03624939584340261,0.08641975308641975,0.7663411675654329,1.0,0.35675675675675644,0.35675675675675633,0.36619718309859106,0.6546690341590682,,0.15784326162891155
0.9568527918781726,0.1668415529905562,0.9035532994923858,0.5209517497492989,0.13636363636363635,0.7593645241218488,0.14429769278178214,0.10666481965680247,1.0,0.308641975308642,0.7898485653435137,1.0,0.7513513513513517,0.7513513513513517,0.8943661971830985,0.16366725853976705,0.17791511157518625,1.0
0.9568527918781726,0.3336831059811122,0.6700507614213198,0.2775983118814878,0.38636363636363635,0.7447893893018505,0.10301947189836197,0.33921490536960397,0.3849685838569357,0.1234567901234568,0.7898485653435137,1.0,0.7675675675675677,0.7675675675675678,0.8943661971830985,0.16366725853976705,0.23708321525006076,0.6451956965528732
0.9568527918781726,0.6663168940188876,0.3096446700507614,0.3894906456588125,0.5227272727272727,0.7302142544818543,0.08351923312700166,0.4723208256134092,0.4011599806669889,0.09876543209876544,0.7898485653435137,1.0,0.7405405405405407,0.7405405405405406,0.8943661971830985,0.16366725853976705,0.36144516999892246,0.4880558138133163
0.9568527918781726,0.8331584470094437,0.1319796954314721,0.16786694272742192,0.4772727272727273,0.715639119661858,0.05116386939972695,0.685875569254212,0.3436442725954567,0.04938271604938272,0.7898485653435137,1.0,0.7243243243243246,0.7243243243243245,0.8943661971830985,0.16366725853976705,0.367267538861044,0.40234422672803993
0.9568527918781726,1.0,0.0,0.13640686255114762,0.45454545454545453,0.7010639848418597,0.04898346649439186,0.7043341240844314,0.3158530691155147,0.04938271604938272,0.7898485653435137,1.0,0.8270270270270269,0.8270270270270266,0.8943661971830985,0.16366725853976705,0.36598949487133164,0.35952536217487
0.9568527918781726,0.8331584470094437,0.07614213197969544,0.0,0.4318181818181818,0.0,0.04088710668739596,0.6998147218229986,0.22595456742387626,0.037037037037037035,0.7898485653435137,1.0,0.6216216216216216,0.6216216216216216,0.8943661971830985,0.16366725853976705,0.302912507099838,0.2668640723633228
0.9568527918781726,0.4994753410283315,0.28426395939086296,0.08308115758937143,0.4318181818181818,0.3162804255939368,0.039461957156593355,0.4393863309726238,0.20541324311261477,0.037037037037037035,0.7898485653435137,1.0,0.6756756756756757,0.6756756756756752,0.8943661971830985,0.16366725853976705,0.17990114293266915,0.4486037984676625
0.949238578680203,0.1668415529905562,1.0,0.3302357189565335,0.6590909090909091,0.7855997667978425,0.05847114095234308,0.23407386885075585,0.2029966167230546,0.0617283950617284,0.7898485653435137,0.7038883349950148,0.2216216216216213,0.22162162162162113,0.788732394366197,0.9323522626812957,0.11558018273072887,0.6415827239469586
0.949238578680203,0.3336831059811122,0.9593908629441624,0.5015877622784676,0.7954545454545454,0.7695671184958458,0.2618717329254515,0.40688472926875724,0.33808603189946834,0.271604938271605,0.7898485653435137,0.7038883349950148,0.0,0.0,0.788732394366197,0.9323522626812957,0.2930028093573733,0.5928766918360778
0.949238578680203,0.6663168940188876,0.8274111675126904,0.6543778842620448,0.9772727272727273,0.766652091531847,0.5462725675678616,0.7673979671347683,0.666022232962784,0.5802469135802469,0.7898485653435137,0.7038883349950148,0.4486486486486485,0.4486486486486482,0.788732394366197,0.9323522626812957,0.6894383719085622,0.586235908974094
0.949238578680203,0.8331584470094437,0.7309644670050761,0.6699388520960982,1.0,0.7593645241218488,0.7489350049558844,0.8402625062769475,0.8279362010633157,0.7901234567901235,0.7898485653435137,0.7038883349950148,0.3675675675675674,0.36756756756756737,0.788732394366197,0.9323522626812957,0.8411691556296181,0.6323228549852615
0.949238578680203,0.998950682056663,0.6040609137055838,0.7212546513831215,1.0,0.7506194432298502,1.0,1.0,0.943934267762204,1.0,0.7898485653435137,0.7038883349950148,0.11891891891891908,0.11891891891891904,0.788732394366197,0.9323522626812957,1.0,0.6001363079519549
0.949238578680203,0.8331584470094437,0.6852791878172588,0.7065532658502192,0.9772727272727273,0.7491619297478498,0.7208086107993139,0.8218558985991584,0.7783953600773321,0.7530864197530864,0.7898485653435137,0.7038883349950148,0.5837837837837836,0.5837837837837834,0.788732394366197,0.9323522626812957,0.8032059074317991,0.6202589236535263
0.949238578680203,0.4994753410283315,0.8223350253807107,0.5814352832133136,0.8863636363636364,0.7520769567118507,0.39441598428486685,0.5257917611816245,0.4712421459642339,0.4074074074074074,0.7898485653435137,0.7038883349950148,0.1459459459459461,0.14594594594594623,0.788732394366197,0.9323522626812957,0.4461712255169263,0.6136847937414076
0.9568527918781726,0.3336831059811122,0.8223350253807107,0.76480260766932,0.75,0.613613175921878,0.17617296432630916,0.26953645824314726,0.2544707588206863,0.1851851851851852,0.7898485653435137,0.5079760717846459,0.17837837837837822,0.17837837837837778,0.5739436619718299,0.9820035512386023,0.22151498657294336,0.4847328369129299
0.9568527918781726,0.4994753410283315,0.7715736040609137,1.0,0.8409090909090909,0.613613175921878,0.2721808876029072,0.37348271025609947,0.3637022716288062,0.2839506172839506,0.7898485653435137,0.5079760717846459,0.10270270270270301,0.10270270270270287,0.5739436619718299,0.9820035512386023,0.37436916021417754,0.4389423660857952
0.9923857868020305,0.8331584470094437,0.4365482233502538,0.6699135702637109,0.8636363636363636,0.6925229558373396,0.11989993255337814,0.6670014372045505,0.4229096181730304,0.1234567901234568,0.7898485653435137,1.0,0.28648648648648634,0.2864864864864858,0.5563380281690129,1.0,0.5513344142444963,0.3434759290686586
0.751269035532995,0.3336831059811122,0.5132005076142131,0.611721112567485,0.0,0.6544235534178701,0.0,0.19876712091565515,0.10415659739004349,0.0,0.0,0.2681954137587239,0.5027027027027026,0.5027027027027026,0.26056338028168957,0.3818902699261231,,0.46958370334601185
0.751269035532995,0.4994753410283315,0.4411928934010152,0.7077288710562081,0.13636363636363635,0.6398484185978717,0.13188992580871595,0.3168949455420685,0.15587240212663123,0.14814814814814814,0.0,0.2681954137587239,0.978378378378378,0.9783783783783779,0.26056338028168957,0.3818902699261231,,0.41039248023517005
0.751269035532995,0.6663168940188876,0.4411928934010152,0.7018508450262863,0.13636363636363635,0.6252732837778755,0.2877598381281075,0.4927014250835483,0.1930884485258579,0.2962962962962963,0.0,0.2681954137587239,0.6756756756756757,0.6756756756756752,0.26056338028168957,0.3818902699261231,,0.33541693096143704
0.7931472081218274,0.1668415529905562,0.6192893401015228,0.5411848002084233,0.5909090909090909,0.7127240926978571,0.15586991231939157,0.11622309570397049,0.03794103431609474,0.14814814814814814,0.0,0.35792622133599195,0.6540540540540537,0.6540540540540531,0.6830985915492955,0.9547256748153078,,0.2683335447691496
0.7931472081218274,0.3336831059811122,0.5685279187817259,0.513754012068788,0.7045454545454546,0.6806587960938637,0.31173982463878314,0.26370464615331335,0.09690671822136296,0.33333333333333337,0.0,0.35792622133599195,0.5405405405405406,0.54054054054054,0.6830985915492955,0.9547256748153078,,0.18941191395469387
0.7931472081218274,0.4994753410283315,0.4873096446700508,0.40207151750027353,0.7954545454545454,0.6252732837778755,0.45561974370283687,0.4395572210005021,0.14427259545674237,0.4814814814814815,0.0,0.35792622133599195,0.2594594594594593,0.25945945945945936,0.6830985915492955,0.9547256748153078,,0.14600501700674318
0.7931472081218274,0.6663168940188876,0.4010152284263959,0.47848585588925724,0.8409090909090909,0.5523976096778901,0.5635296830008772,0.5661273539852123,0.19381343644272592,0.6049382716049383,0.0,0.35792622133599195,0.35135135135135137,0.3513513513513512,0.6830985915492955,0.9547256748153078,,0.11049028314023808
0.7931472081218274,0.8331584470094437,0.2893401015228426,0.5039573020189184,0.8409090909090909,0.46494680075790845,0.6834296155542554,0.669726933559592,0.2208796520057999,0.7160493827160493,0.0,0.35792622133599195,0.41621621621621635,0.41621621621621585,0.6830985915492955,0.9547256748153078,,0.09470595697734693
0.7931472081218274,0.6663168940188876,0.3553299492385787,0.4902419079491008,0.8181818181818182,0.5174172861098979,0.5395496964902016,0.5573488923135529,0.17061382310294826,0.5679012345679012,0.0,0.35792622133599195,0.3783783783783784,0.3783783783783784,0.6830985915492955,0.9547256748153078,,0.08286771235517856
0.9923857868020305,0.3336831059811122,0.4010152284263959,0.5423604054144077,0.6136363636363636,0.6925229558373396,0.05994996627668907,0.19445550726394348,0.028999516674722087,0.0617283950617284,0.0,1.0,0.4000000000000003,0.3999999999999997,0.2957746478873234,0.46372389919600665,,0.07892163081445577
0.5139593908629442,0.3336831059811122,0.6294416243654822,0.42681927117786017,0.5909090909090909,0.9182334936598174,0.6580904883706287,0.32053124621218676,0.06041565973900435,0.691358024691358,0.7879515183428225,0.31316550348953137,0.12972972972973004,0.12972972972973007,0.25352112676056116,0.5455575284658901,,0.07892163081445577
0.5139593908629442,0.4994753410283315,0.5685279187817259,0.42332721807944007,0.6590909090909091,0.9138609532138181,0.6536613941939423,0.49081401187858215,0.1056065732237796,0.691358024691358,0.7879515183428225,0.31316550348953137,0.12972972972973004,0.12972972972973007,0.25352112676056116,0.5455575284658901,,0.023676489244336733
0.9251269035532995,0.0,0.6840616797065779,0.653853286240023,0.36363636363636365,0.5523976096778901,0.03842311479682339,0.01236342227840212,0.002416626389560174,0.037037037037037035,0.7827963460100893,0.4810568295114655,0.9135135135135138,0.9135135135135133,0.4014084507042249,0.8456141691221297,,0.3156865232578231
0.9251269035532995,0.3336831059811122,0.5505042247352118,0.6963078032754905,0.6363636363636364,1.0,0.0535407746349219,0.2873197000917733,0.17617206379893668,0.04938271604938272,0.7827963460100893,0.4810568295114655,0.6216216216216216,0.6216216216216216,0.6830985915492955,0.8456141691221297,,0.2446570555248129
0.9251269035532995,0.4994753410283315,0.5058791539796029,0.7038417893267432,0.7045454545454546,0.6981489578778608,0.13268338371755956,0.4587799345465879,0.2566457225712904,0.1358024691358025,0.7827963460100893,0.4810568295114655,0.983783783783784,0.9837837837837838,0.6830985915492955,0.8456141691221297,,0.21703448473975337
0.9251269035532995,0.6663168940188876,0.46631884249912475,0.7369230670048199,0.75,0.6835738230578646,0.07813593418788371,0.6349673598725563,0.347027549540841,0.08641975308641975,0.7827963460100893,0.4810568295114655,0.9891891891891891,0.989189189189189,0.6830985915492955,0.8456141691221297,,0.18941191395469387
0.9923857868020305,0.1668415529905562,0.6446700507614214,0.4458634434690011,0.4090909090909091,0.7768546859058459,0.1644534490347226,0.1310626655815484,0.054374093765103916,0.16049382716049385,0.7827963460100893,0.2896311066799602,0.4108108108108105,0.41081081081080995,0.5070422535211264,0.46372389919600665,,0.26044138168770403
0.9923857868020305,0.3336831059811122,0.6091370558375635,0.48479177693232417,0.5454545454545454,0.7812272263518432,0.4192177741068357,0.29232394244255505,0.10657322377960365,0.4320987654320988,0.7827963460100893,0.2896311066799602,0.39459459459459445,0.39459459459459456,0.5070422535211264,0.46372389919600665,,0.16573542471035713
1.0,0.6663168940188876,0.467005076142132,0.5821957486323476,0.7749999999999999,0.7039790118058606,0.7980726408245756,0.5167010095063289,0.28250362493958436,0.8271604938271605,0.7827963460100893,0.1984047856430706,0.5567567567567566,0.5567567567567562,0.21830985915492734,0.7092247870056572,,0.03156865232578231
0.9961928934010152,0.3336831059811122,0.5685279187817259,0.4235282086469161,0.6363636363636364,0.6767235096924643,0.16680601594150665,0.29447109140967254,0.06331561140647657,0.1728395061728395,1.0,0.17647058823529405,0.17837837837837822,0.17837837837837778,0.3496478873239422,0.3273345170795341,,0.08681379389590135
0.9961928934010152,0.4994753410283315,0.5228426395939086,0.4566240233786124,0.6818181818181818,0.6739542340766662,0.24207601409341514,0.45107444026943255,0.10584823586273562,0.2469135802469136,1.0,0.17647058823529405,0.14054054054054024,0.14054054054054033,0.3496478873239422,0.3273345170795341,,0.0355147338665051
0.9961928934010152,0.6663168940188876,0.4416243654822335,0.4495558550890835,0.75,0.6602536073458677,0.3356089706534967,0.5925957992069402,0.15248912518124697,0.33333333333333337,1.0,0.17647058823529405,0.17837837837837822,0.17837837837837778,0.3496478873239422,0.3273345170795341,,0.02762257078505952
0.9961928934010152,0.8331584470094437,0.350253807106599,0.4495558550890835,0.7954545454545454,0.6461157265704713,0.38684129678763085,0.7418745995740332,0.19840502658289028,0.4074074074074074,1.0,0.17647058823529405,0.1837837837837841,0.18378378378378368,0.3496478873239422,0.3273345170795341,,0.0
0.3769035532994924,0.3336831059811122,0.3331814720812183,0.6150835962749227,0.10227272727272728,0.9022008453578207,0.1676227676246338,0.121036865162508,0.10004833252779122,0.1728395061728395,0.33380504844874687,0.1994017946161515,0.978378378378378,0.9783783783783779,0.26056338028168957,0.0,,0.33147084942071425
0.3769035532994924,0.4994753410283315,0.2354568527918781,0.6048886973649624,0.2568181818181818,0.9124034397318177,0.2617953176175015,0.22112171217814408,0.10850652489125183,0.2839506172839506,0.33380504844874687,0.1994017946161515,0.924324324324324,0.9243243243243235,0.6830985915492955,0.0,,0.23281881090264453
0.3769035532994924,0.6663168940188876,0.13773223350253794,0.6223268412537311,0.3818181818181818,0.9022008453578207,0.29985449293250005,0.29454035427957953,0.11454809086515226,0.3209876543209877,0.33380504844874687,0.1994017946161515,0.9945945945945949,0.9945945945945949,0.4366197183098587,0.0,,0.1775736693325255
0.3769035532994924,0.8342077649527807,0.0708680203045686,0.6278289663547449,0.4454545454545455,0.9459262498178116,0.3057708880669766,0.33661754774809094,0.10246495891735138,0.3209876543209877,0.33380504844874687,0.1994017946161515,1.0,1.0,0.15492957746478805,0.0,,0.12627460930312925
0.4086294416243655,0.12067156348373559,0.4010152284263959,0.5313880901585536,0.20454545454545456,0.916775980177817,0.07193995953202688,0.0,0.0,0.0617283950617284,0.33380504844874687,0.1620139581256231,0.7729729729729728,0.7729729729729722,0.3309859154929572,0.9820035512386023,,0.3433090940428826
0.4086294416243655,0.1668415529905562,0.37055837563451777,0.5490221682483188,0.38636363636363635,0.9313511149978132,0.11989993255337814,0.040345621720836,0.03407443209279844,0.1234567901234568,0.33380504844874687,0.1620139581256231,0.7729729729729728,0.7729729729729722,0.3309859154929572,0.9820035512386023,,0.33936301250215983
0.4086294416243655,0.3336831059811122,0.2893401015228426,0.5490221682483188,0.5227272727272727,0.9313511149978132,0.1798498988300672,0.14337414070752022,0.07684871918801352,0.19753086419753088,0.33380504844874687,0.1620139581256231,0.7891891891891889,0.7891891891891883,0.3309859154929572,0.9820035512386023,,0.2683335447691496
0.4086294416243655,0.4994753410283315,0.18781725888324874,0.5607782203081627,0.5227272727272727,0.916775980177817,0.2038298853407428,0.23843742965489773,0.08820686321894634,0.2345679012345679,0.33380504844874687,0.1620139581256231,0.7891891891891889,0.7891891891891883,0.3309859154929572,0.9820035512386023,,0.11443636468096087
0.4086294416243655,0.6663168940188876,0.09137055837563451,0.5686155883480583,0.5681818181818182,0.9022008453578207,0.10790993929804032,0.3246697026891309,0.08264862252295796,0.1234567901234568,0.33380504844874687,0.1620139581256231,0.7999999999999998,0.7999999999999994,0.3309859154929572,0.9820035512386023,,0.09865203851806972
0.4086294416243655,0.8331584470094437,0.01015228426395939,0.5411848002084233,0.5909090909090909,0.9065733858038201,0.09591994604270251,0.3726342400997385,0.09134847752537457,0.09876543209876544,0.33380504844874687,0.1620139581256231,0.8216216216216218,0.8216216216216214,0.3309859154929572,0.9820035512386023,,0.08681379389590135
0.004568527918782188,0.4994753410283315,0.6880761421319797,0.5940870344777197,0.32499999999999996,0.9124034397318177,0.07193995953202688,0.27220307873456734,0.17834702754954088,0.4074074074074074,0.34085726778217107,0.3559322033898305,0.9567567567567569,0.9567567567567566,0.6126760563380279,0.6546690341590682,,0.2722796263098724
0.004568527918782188,0.6663168940188876,0.6006383248730964,0.611721112567485,0.43863636363636355,0.9022008453578207,0.19183989208540503,0.4436286817544285,0.28395360077332044,0.07407407407407407,0.34085726778217107,0.3559322033898305,0.9297297297297299,0.9297297297297294,0.5070422535211264,0.6546690341590682,,0.23281881090264453
0.004568527918782188,0.8342077649527807,0.52348730964467,0.6156397965874328,0.5113636363636364,0.9459262498178116,0.21581987859608065,0.6160932278228948,0.3707104881585307,0.20987654320987656,0.34085726778217107,0.3559322033898305,0.9513513513513511,0.9513513513513507,0.5070422535211264,0.6546690341590682,,0.23676489244336732
0.0,0.12067156348373559,0.6700507614213198,0.44713638372967435,0.5681818181818182,0.695233930913862,0.14387991906405376,0.13835258263926165,0.08627356210729821,0.1358024691358025,0.34085726778217107,0.31056829511465583,0.47567567567567554,0.47567567567567537,0.4366197183098587,0.5182796520425956,,0.355147338665051
0.0,0.3336831059811122,0.6395939086294417,0.43733967367980464,0.7045454545454546,0.7243842005538565,0.16785990557472938,0.31202922893110074,0.18245529241179312,0.1728395061728395,0.34085726778217107,0.31056829511465583,0.43243243243243246,0.432432432432432,0.4366197183098587,0.5182796520425956,,0.3156865232578231
0.0,0.4994753410283315,0.5888324873096447,0.4765265138792834,0.7954545454545454,0.7331292814458531,0.16785990557472938,0.46769752904711603,0.28443692605123244,0.1728395061728395,0.34085726778217107,0.31056829511465583,0.5297297297297295,0.529729729729729,0.4366197183098587,0.5182796520425956,,0.2841178709320408
0.0,0.6663168940188876,0.5177664974619289,0.45497375176956995,0.8863636363636364,0.7316717679638547,0.25178985836209405,0.6656161798064102,0.3786853552440792,0.2469135802469136,0.34085726778217107,0.31056829511465583,0.4702702702702704,0.47027027027027024,0.4366197183098587,0.5182796520425956,,0.26044138168770403
0.0,0.8342077649527807,0.4263959390862944,0.5235507221186577,0.8863636363636364,0.7214691735898556,0.2757698448727697,0.790462502813804,0.4478008699855003,0.2962962962962963,0.34085726778217107,0.31056829511465583,0.7027027027027027,0.7027027027027024,0.4366197183098587,0.5182796520425956,,0.2130884031990306
0.02030456852791878,0.1668415529905562,0.5329949238578681,0.3217384950913422,0.45454545454545453,0.6515085264538713,0.13188992580871595,0.10476009073435957,0.03407443209279844,0.1358024691358025,0.34085726778217107,0.10319042871385843,0.22702702702702718,0.22702702702702704,0.3309859154929572,0.3273345170795341,,0.2722796263098724
0.02030456852791878,0.3336831059811122,0.5279187817258884,0.3687627033307168,0.6386363636363637,0.6748287421658661,0.22780987185141843,0.2739346504822427,0.097148380860319,0.2469135802469136,0.34085726778217107,0.10319042871385843,0.1837837837837841,0.18378378378378368,0.3309859154929572,0.3273345170795341,,0.19730407703613945
0.02030456852791878,0.4994753410283315,0.467005076142132,0.5157133540787622,0.734090909090909,0.6762862556478644,0.41964976393682346,0.4181745770636006,0.1568390526824553,0.4320987654320988,0.34085726778217107,0.10319042871385843,0.2972972972972973,0.2972972972972968,0.3309859154929572,0.3273345170795341,,0.13022069084385202
0.02030456852791878,0.6663168940188876,0.4010152284263959,0.4824045399092052,0.7727272727272727,0.6660836612738674,0.5635296830008772,0.5189520527783068,0.18801353310778157,0.5925925925925926,0.34085726778217107,0.10319042871385843,0.4810810810810814,0.4810810810810813,0.3309859154929572,0.3273345170795341,,0.08286771235517856
0.02030456852791878,0.8331584470094437,0.3096446700507614,0.5059166440288925,0.815909090909091,0.644220959043871,0.7673595683416201,0.6831050544579315,0.2303044949250846,0.8024691358024691,0.34085726778217107,0.10319042871385843,0.4594594594594595,0.4594594594594592,0.3309859154929572,0.3273345170795341,,0.05919122311084183
0.031979695431471854,0.1668415529905562,0.47715736040609136,0.394234149460378,0.45454545454545453,0.6106981489578792,0.05382511995258674,0.10233589028761406,0.013774770420492998,0.04938271604938272,0.4319413819529005,0.0,0.23783783783783816,0.23783783783783807,0.24647887323943682,0.5455575284658901,,0.19730407703613945
0.031979695431471854,0.4994753410283315,0.4010152284263959,0.40599020152022147,0.6590909090909091,0.6398484185978717,0.1798498988300672,0.3958373015185884,0.10633156114064765,0.19753086419753088,0.4319413819529005,0.0,0.28648648648648634,0.2864864864864858,0.24647887323943682,0.5455575284658901,,0.05129906002939626
0.03502538071066036,0.3336831059811122,0.3197969543147208,0.4321866041935731,0.5681818181818182,0.5378224748578938,0.11989993255337814,0.18268081937975097,0.002416626389560174,0.1358024691358025,0.432536119116686,1.0,0.4594594594594595,0.4594594594594592,0.0,0.6273911577357737,,0.02762257078505952
